Name	TYPE	UNII	PT
5,8-DIMETHOXY(1,2,4)TRIAZOLO(1,5-C)PYRIMIDIN-2-AMINE	PT	0129526470	5,8-DIMETHOXY(1,2,4)TRIAZOLO(1,5-C)PYRIMIDIN-2-AMINE
(1,2,4)TRIAZOLO(1,5-C)PYRIMIDIN-2-AMINE, 5,8-DIMETHOXY-	SN	0129526470	5,8-DIMETHOXY(1,2,4)TRIAZOLO(1,5-C)PYRIMIDIN-2-AMINE
2-AMINO-5,8-DIMETHOXY-(1,2,4)TRIAZOLO(1,5-C)PYRIMIDINE	SY	0129526470	5,8-DIMETHOXY(1,2,4)TRIAZOLO(1,5-C)PYRIMIDIN-2-AMINE
MACROPIPER EXCELSUM LEAF	PT	0258808825	MACROPIPER EXCELSUM LEAF
KAWAKAWA LEAF	SY	0258808825	MACROPIPER EXCELSUM LEAF
MACROPIPER EXCELSUM LEAF EXTRACT	SY	0258808825	MACROPIPER EXCELSUM LEAF
MACROPIPER EXCELSUM LEAF EXTRACT [INCI]	SY	0258808825	MACROPIPER EXCELSUM LEAF
MACROPIPER EXCELSUM LEAF POWDER	SY	0258808825	MACROPIPER EXCELSUM LEAF
MACROPIPER EXCELSUM LEAF POWDER [INCI]	SY	0258808825	MACROPIPER EXCELSUM LEAF
N-DESMETHYLVENLAFAXINE, (S)-	PT	0377415922	N-DESMETHYLVENLAFAXINE, (S)-
1-((1S)-1-(4-METHOXYPHENYL)-2-(METHYLAMINO)ETHYL)CYCLOHEXANOL	SN	0377415922	N-DESMETHYLVENLAFAXINE, (S)-
CYCLOHEXANOL, 1-((1S)-1-(4-METHOXYPHENYL)-2-(METHYLAMINO)ETHYL)-	SN	0377415922	N-DESMETHYLVENLAFAXINE, (S)-
(+)-N-DEMETHYLVENLAFAXIN	SY	0377415922	N-DESMETHYLVENLAFAXINE, (S)-
(S)-N-DEMETHYLVENLAFAXIN	SY	0377415922	N-DESMETHYLVENLAFAXINE, (S)-
VERRUCARIN	PT	0457970679	VERRUCARIN
VERRUCARINS	SY	0457970679	VERRUCARIN
VERRUCARINS [MI]	SY	0457970679	VERRUCARIN
ALLIUM STRACHEYI WHOLE	PT	0909840846	ALLIUM STRACHEYI WHOLE
OXALIS CORNICULATA LEAF	PT	0979361098	OXALIS CORNICULATA LEAF
ACETOSELLA CORNICULATA LEAF	SY	0979361098	OXALIS CORNICULATA LEAF
ACETOSELLA FONTANA LEAF	SY	0979361098	OXALIS CORNICULATA LEAF
ACETOSELLA STRICTA LEAF	SY	0979361098	OXALIS CORNICULATA LEAF
CHANGERI LEAF	SY	0979361098	OXALIS CORNICULATA LEAF
OXALIS BRADEI LEAF	SY	0979361098	OXALIS CORNICULATA LEAF
OXALIS CORNICULATA LEAF [WHO-DD]	SY	0979361098	OXALIS CORNICULATA LEAF
OXALIS GRENADENSIS LEAF	SY	0979361098	OXALIS CORNICULATA LEAF
OXALIS JAMAICENSIS LEAF	SY	0979361098	OXALIS CORNICULATA LEAF
OXALIS LANGLOISII LEAF	SY	0979361098	OXALIS CORNICULATA LEAF
OXALIS LUPULINA LEAF	SY	0979361098	OXALIS CORNICULATA LEAF
OXALIS MERIDENSIS LEAF	SY	0979361098	OXALIS CORNICULATA LEAF
OXALIS NORLINDIANA LEAF	SY	0979361098	OXALIS CORNICULATA LEAF
OXALIS PILOSIUSCULA LEAF	SY	0979361098	OXALIS CORNICULATA LEAF
OXALIS PROCUMBENS LEAF	SY	0979361098	OXALIS CORNICULATA LEAF
OXALIS PUBESCENS LEAF	SY	0979361098	OXALIS CORNICULATA LEAF
OXALIS RADICOSA LEAF	SY	0979361098	OXALIS CORNICULATA LEAF
OXALIS REPENS LEAF	SY	0979361098	OXALIS CORNICULATA LEAF
OXALIS SIMULANS LEAF	SY	0979361098	OXALIS CORNICULATA LEAF
OXALIS TAIWANENSIS LEAF	SY	0979361098	OXALIS CORNICULATA LEAF
OXALIS THUNBERGIANA LEAF	SY	0979361098	OXALIS CORNICULATA LEAF
OXALIS TRINIDADENSIS LEAF	SY	0979361098	OXALIS CORNICULATA LEAF
OXALIS TROPAEOLOIDES LEAF	SY	0979361098	OXALIS CORNICULATA LEAF
OXALIS TUBISTIPULA LEAF	SY	0979361098	OXALIS CORNICULATA LEAF
OXALIS VILLOSA LEAF	SY	0979361098	OXALIS CORNICULATA LEAF
OXYS CORNICULATA LEAF	SY	0979361098	OXALIS CORNICULATA LEAF
PROCUMBENT YELLOW-SORREL LEAF	SY	0979361098	OXALIS CORNICULATA LEAF
WOOD SORREL LEAF	SY	0979361098	OXALIS CORNICULATA LEAF
XANTHOXALIS CORNICULATA LEAF	SY	0979361098	OXALIS CORNICULATA LEAF
XANTHOXALIS LANGLOISII LEAF	SY	0979361098	OXALIS CORNICULATA LEAF
XANTHOXALIS REPENS LEAF	SY	0979361098	OXALIS CORNICULATA LEAF
XANTHOXALIS TRINIDADENSIS LEAF	SY	0979361098	OXALIS CORNICULATA LEAF
ETANTEROL	PT	1597304395	ETANTEROL
5-AMINO-.ALPHA.-(((P-HYDROXY-.ALPHA.-METHYLPHENETHYL)AMINO)METHYL)-M-XYLENE-.ALPHA.,.ALPHA.'-DIOL	SY	1597304395	ETANTEROL
ETANTEROL [INN]	SY	1597304395	ETANTEROL
ETANTEROL [WHO-DD]	SY	1597304395	ETANTEROL
GIANT CATFISH WHOLE	PT	1598442456	GIANT CATFISH WHOLE
ARIODES AENEUS WHOLE	SY	1598442456	GIANT CATFISH WHOLE
ARIUS ANDAMANENSIS WHOLE	SY	1598442456	GIANT CATFISH WHOLE
ARIUS NASUTUS WHOLE	SY	1598442456	GIANT CATFISH WHOLE
ARIUS SERRATUS WHOLE	SY	1598442456	GIANT CATFISH WHOLE
ARIUS THALASSINUS WHOLE	SY	1598442456	GIANT CATFISH WHOLE
BAGRUS BILINEATUS WHOLE	SY	1598442456	GIANT CATFISH WHOLE
BAGRUS CARCHARIORHIJNCHOS WHOLE	SY	1598442456	GIANT CATFISH WHOLE
BAGRUS CARCHARIORHYNCHOS WHOLE	SY	1598442456	GIANT CATFISH WHOLE
BAGRUS LAEVIGATUS WHOLE	SY	1598442456	GIANT CATFISH WHOLE
BAGRUS NETUMA WHOLE	SY	1598442456	GIANT CATFISH WHOLE
BAGRUS THALASSINUS WHOLE	SY	1598442456	GIANT CATFISH WHOLE
GIANT MARINE-CATFISH WHOLE	SY	1598442456	GIANT CATFISH WHOLE
GIANT SALMON CATFISH WHOLE	SY	1598442456	GIANT CATFISH WHOLE
GIANT WHISKERED FISH WHOLE	SY	1598442456	GIANT CATFISH WHOLE
KHAGGA WHOLE	SY	1598442456	GIANT CATFISH WHOLE
NETUMA THALASSINA WHOLE	SY	1598442456	GIANT CATFISH WHOLE
NETUMA THALASSINUS WHOLE	SY	1598442456	GIANT CATFISH WHOLE
NETUNA THALASSINA WHOLE	SY	1598442456	GIANT CATFISH WHOLE
TACHYSURUS SERRATUS WHOLE	SY	1598442456	GIANT CATFISH WHOLE
TACHYSURUS THALASSINUS WHOLE	SY	1598442456	GIANT CATFISH WHOLE
NIGHT SMELT, COOKED	PT	1697343748	NIGHT SMELT, COOKED
NIGHT SMELT FLESH, COOKED	SY	1697343748	NIGHT SMELT, COOKED
OSMERUS STARKSI FLESH, COOKED	SY	1697343748	NIGHT SMELT, COOKED
SPIRINCHUS STARKI FLESH, COOKED	SY	1697343748	NIGHT SMELT, COOKED
SPIRINCHUS STARKSI FLESH, COOKED	SY	1697343748	NIGHT SMELT, COOKED
SPIRINCHUS STARKSI MUSCLE, COOKED	SY	1697343748	NIGHT SMELT, COOKED
SPIRINCHUS STARKSI, COOKED	SY	1697343748	NIGHT SMELT, COOKED
DIAMINOPYRIMIDINE OXIDE	PT	1756681479	DIAMINOPYRIMIDINE OXIDE
2,4-DIAMINOPYRIMIDINE 3-N-OXIDE	SY	1756681479	DIAMINOPYRIMIDINE OXIDE
2,4-PYRIMIDINEDIAMINE, 3-OXIDE	SY	1756681479	DIAMINOPYRIMIDINE OXIDE
AMINEXIL	SY	1756681479	DIAMINOPYRIMIDINE OXIDE
AMINEXIL [WHO-DD]	SY	1756681479	DIAMINOPYRIMIDINE OXIDE
DIAMINOPYRIMIDINE OXIDE [INCI]	SY	1756681479	DIAMINOPYRIMIDINE OXIDE
KOPEXIL	TR	1756681479	DIAMINOPYRIMIDINE OXIDE
MEXORYL SAG	TR	1756681479	DIAMINOPYRIMIDINE OXIDE
16.BETA.-FLUORODIHYDROTESTOSTERONE F-18	PT	1833833586	16.BETA.-FLUORODIHYDROTESTOSTERONE F-18
16.BETA.-(18F)FLUORODIHYDROTESTOSTERONE	SY	1833833586	16.BETA.-FLUORODIHYDROTESTOSTERONE F-18
16.BETA.-FLUORODIHYDROTESTOSTERONE FLUORINE F-18	SY	1833833586	16.BETA.-FLUORODIHYDROTESTOSTERONE F-18
ANDROSTAN-3-ONE, 16-(FLUORO-18F)-17-HYDROXY-, (5.ALPHA.,16.BETA.,17.BETA.)-	SY	1833833586	16.BETA.-FLUORODIHYDROTESTOSTERONE F-18
FDHT F-18	SY	1833833586	16.BETA.-FLUORODIHYDROTESTOSTERONE F-18
BURSERA PENICILLATA WHOLE	PT	2452219942	BURSERA PENICILLATA WHOLE
AMYRIS PENICILLATA WHOLE	SY	2452219942	BURSERA PENICILLATA WHOLE
BURSERA MEXICANA WHOLE	SY	2452219942	BURSERA PENICILLATA WHOLE
ELAPHRIUM MEXICANUM WHOLE	SY	2452219942	BURSERA PENICILLATA WHOLE
FEMA NO. 3623	CD	2793134867	2-ETHYL-5-METHYL-3,4-FURANDIOL
2-ETHYL-5-METHYL-3,4-FURANDIOL	PT	2793134867	2-ETHYL-5-METHYL-3,4-FURANDIOL
3,4-FURANDIOL, 2-ETHYL-5-METHYL-	SY	2793134867	2-ETHYL-5-METHYL-3,4-FURANDIOL
EINECS 249-862-1	CD	2865993309	ETHYLHEXYL PALMITATE
ETHYLHEXYL PALMITATE	PT	2865993309	ETHYLHEXYL PALMITATE
(+/-)-ETHYLHEXYL PALMITATE	SY	2865993309	ETHYLHEXYL PALMITATE
ETHYLHEXYL PALMITATE [INCI]	SY	2865993309	ETHYLHEXYL PALMITATE
ETHYLHEXYL PALMITATE [VANDF]	SY	2865993309	ETHYLHEXYL PALMITATE
ETHYLHEXYL PALMITATE [WHO-DD]	SY	2865993309	ETHYLHEXYL PALMITATE
ETHYLHEXYL PALMITATE, (+/-)-	SY	2865993309	ETHYLHEXYL PALMITATE
HEXADECANOIC ACID, 2-ETHYLHEXYL ESTER	SY	2865993309	ETHYLHEXYL PALMITATE
OCTYL PALMITATE	SY	2865993309	ETHYLHEXYL PALMITATE
PALMITIC ACID, 2-ETHYLHEXYL ESTER	SY	2865993309	ETHYLHEXYL PALMITATE
2,2',4,5-TETRACHLOROBIPHENYL	PT	3287671514	2,2',4,5-TETRACHLOROBIPHENYL
1,1'-BIPHENYL, 2,2',4,5-TETRACHLORO-	SY	3287671514	2,2',4,5-TETRACHLOROBIPHENYL
PCB 48	SY	3287671514	2,2',4,5-TETRACHLOROBIPHENYL
EINECS 225-475-3	CD	3354653430	2-(3-HEXENYL)-5-METHYLFURAN, (3Z)-
2-(3-HEXENYL)-5-METHYLFURAN, (3Z)-	PT	3354653430	2-(3-HEXENYL)-5-METHYLFURAN, (3Z)-
(Z)-2-(3-HEXENYL)-5-METHYLFURAN	SY	3354653430	2-(3-HEXENYL)-5-METHYLFURAN, (3Z)-
EINECS 233-804-7	CD	3363718500	ZINC CHLORATE
ZINC CHLORATE	PT	3363718500	ZINC CHLORATE
CHLORIC ACID, ZINC SALT	SN	3363718500	ZINC CHLORATE
CHLORIC ACID, ZINC SALT (2:1)	SN	3363718500	ZINC CHLORATE
ZINC CHLORATE [HSDB]	SY	3363718500	ZINC CHLORATE
2,3,3'-TRICHLOROBIPHENYL	PT	3370393855	2,3,3'-TRICHLOROBIPHENYL
PCB 20	SY	3370393855	2,3,3'-TRICHLOROBIPHENYL
AZD8931	CD	3499328002	SAPITINIB
AZD-8931	CD	3499328002	SAPITINIB
SAPITINIB	PT	3499328002	SAPITINIB
2-(4-((4-((3-CHLORO-2-FLUOROPHENYL)AMINO)-7-METHOXYQUINAZOLIN-6-YL)OXY)PIPERIDIN-1-YL)-N-METHYLACETAMIDE	SY	3499328002	SAPITINIB
SAPITINIB [INN]	SY	3499328002	SAPITINIB
SAPITINIB [WHO-DD]	SY	3499328002	SAPITINIB
QUERCUS PHELLOS WHOLE	PT	3616842699	QUERCUS PHELLOS WHOLE
QUERCUS PHELLOS L.	SY	3616842699	QUERCUS PHELLOS WHOLE
WILLOW OAK WHOLE	SY	3616842699	QUERCUS PHELLOS WHOLE
EINECS 213-045-8	CD	3655633623	LITHIUM CITRATE ANHYDROUS
LITHIUM CITRATE ANHYDROUS	PT	3655633623	LITHIUM CITRATE ANHYDROUS
2-HYDROXY-1,2,3-PROPANETRICARBOXYLIC ACID LITHIUM SALT (1:3)	SY	3655633623	LITHIUM CITRATE ANHYDROUS
CITRIC ACID TRILITHIUM SALT	SY	3655633623	LITHIUM CITRATE ANHYDROUS
LITHIUM CITRATE [MI]	SY	3655633623	LITHIUM CITRATE ANHYDROUS
EINECS 203-367-7	CD	3688201800	HYDROXYSTEARAMIDE MONOETHANOLAMIDE
NSC-58333	CD	3688201800	HYDROXYSTEARAMIDE MONOETHANOLAMIDE
HYDROXYSTEARAMIDE MONOETHANOLAMIDE	PT	3688201800	HYDROXYSTEARAMIDE MONOETHANOLAMIDE
(+/-)-HYDROXYSTEARAMIDE MEA	SY	3688201800	HYDROXYSTEARAMIDE MONOETHANOLAMIDE
12-HYDROXY-2-N-(2-HYDROXYETHYL) STEARAMIDE	SY	3688201800	HYDROXYSTEARAMIDE MONOETHANOLAMIDE
12-HYDROXY-N-(2-HYDROXYETHYL)OCTADECANAMIDE	SY	3688201800	HYDROXYSTEARAMIDE MONOETHANOLAMIDE
HYDROXYSTEARAMIDE MEA	SY	3688201800	HYDROXYSTEARAMIDE MONOETHANOLAMIDE
HYDROXYSTEARAMIDE MEA [INCI]	SY	3688201800	HYDROXYSTEARAMIDE MONOETHANOLAMIDE
HYDROXYSTEARAMIDE MEA, (+/-)-	SY	3688201800	HYDROXYSTEARAMIDE MONOETHANOLAMIDE
HYDROXYSTEARAMIDE MONOETHANOLAMINE	SY	3688201800	HYDROXYSTEARAMIDE MONOETHANOLAMIDE
HYDROXYSTEARIC ACID MONOETHANOLAMIDE	SY	3688201800	HYDROXYSTEARAMIDE MONOETHANOLAMIDE
N-(2-HYDROXYETHYL)-12-HYDROXYSTEARAMIDE	SY	3688201800	HYDROXYSTEARAMIDE MONOETHANOLAMIDE
OCTADECANAMIDE, 12-HYDROXY-N-(2-HYDROXYETHYL)-	SY	3688201800	HYDROXYSTEARAMIDE MONOETHANOLAMIDE
ITOHWAX J 420	TR	3688201800	HYDROXYSTEARAMIDE MONOETHANOLAMIDE
PARICIN 220	TR	3688201800	HYDROXYSTEARAMIDE MONOETHANOLAMIDE
EINECS 211-897-5	CD	3755490344	TRIMETHYL ORTHOBEZNOATE
NSC-67391	CD	3755490344	TRIMETHYL ORTHOBEZNOATE
TRIMETHYL ORTHOBEZNOATE	PT	3755490344	TRIMETHYL ORTHOBEZNOATE
(TRIMETHOXYMETHYL)BENZENE	SY	3755490344	TRIMETHYL ORTHOBEZNOATE
.ALPHA.,.ALPHA.,.ALPHA.-TRIMETHOXYTOLUENE	SY	3755490344	TRIMETHYL ORTHOBEZNOATE
BENZENE, (TRIMETHOXYMETHYL)-	SY	3755490344	TRIMETHYL ORTHOBEZNOATE
ORTHOBENZOIC ACID, TRIMETHYL ESTER	SY	3755490344	TRIMETHYL ORTHOBEZNOATE
TRIMETHOXYPHENYLMETHANE	SY	3755490344	TRIMETHYL ORTHOBEZNOATE
ARALIA CHINENSIS WHOLE	PT	4048809221	ARALIA CHINENSIS WHOLE
ARALIA CHINENSIS [WHO-DD]	SY	4048809221	ARALIA CHINENSIS WHOLE
ARALIA CHINENSIS L.	SY	4048809221	ARALIA CHINENSIS WHOLE
CHINESE ANGELICA TREE (ARALIA CHINENSIS) WHOLE	SY	4048809221	ARALIA CHINENSIS WHOLE
LEEA SPINOSA WHOLE	SY	4048809221	ARALIA CHINENSIS WHOLE
EINECS 233-207-1	CD	4055851484	ISOAMINILE CYCLAMATE
ISOAMINILE CYCLAMATE	PT	4055851484	ISOAMINILE CYCLAMATE
ISOAMINILE CYCLAMATE [MART.]	SY	4055851484	ISOAMINILE CYCLAMATE
ISOAMINILE CYCLAMATE [MI]	SY	4055851484	ISOAMINILE CYCLAMATE
ISOAMINILE CYCLAMATE [WHO-DD]	SY	4055851484	ISOAMINILE CYCLAMATE
SULFAMIC ACID, N-CYCLOHEXYL-, COMPD. WITH .ALPHA.-(2-(DIMETHYLAMINO)PROPYL)-.ALPHA.-(1-METHYLETHYL)BENZENEACETONITRILE (1:1)	SY	4055851484	ISOAMINILE CYCLAMATE
MUCALAN	TR	4055851484	ISOAMINILE CYCLAMATE
PERACON	TR	4055851484	ISOAMINILE CYCLAMATE
EINECS 255-028-8	CD	4208238832	CLOPROSTENOL
CLOPROSTENOL	PT	4208238832	CLOPROSTENOL
(+/-)-(Z)-7-((1R*,2R*,3R*,5S*)-2-((E)-(3R*)-4-(M-CHLOROPHENOXY)-3-HYDROXY-1-BUTENYL)-3,5-DIHYDROXYCYCLOPENTYL)-5-HEPTENOIC ACID	SY	4208238832	CLOPROSTENOL
(+/-)-CLOPROSTENOL	SY	4208238832	CLOPROSTENOL
5-HEPTENOIC ACID, 7-((1R,2R,3R,5S)-2-((1E,3S)-4-(3-CHLOROPHENOXY)-3-HYDROXY-1-BUTEN-1-Y))-3,5-DIHYDROXYCYCLOPENTYL)- (5Z)-REL-	SY	4208238832	CLOPROSTENOL
5-HEPTENOIC ACID, 7-(2-(4-(3-CHLOROPHENOXY)-3-HYDROXY-1-BUTENYL)-3,5-DIHYDROXYCYCLOPENTYL)-, (1A(Z),2B(1E,3R*),3.ALPHA.,5.ALPHA.),- (+/-)-	SY	4208238832	CLOPROSTENOL
CLOPROSTENOL [INN]	SY	4208238832	CLOPROSTENOL
CLOPROSTENOL [MI]	SY	4208238832	CLOPROSTENOL
CLOPROSTENOL [WHO-DD]	SY	4208238832	CLOPROSTENOL
CLOPROSTENOL, (+/-)-	SY	4208238832	CLOPROSTENOL
RACEMIC CLOPROSTENOL	SY	4208238832	CLOPROSTENOL
REL-(5Z)-7-((1R,2R,3R,5S)-2-((1E,3R)-4-(3-CHLOROPHENOXY)-3-HYDROXY-1-BUTEN-1-YL)-3,5-DIHYDROXYCYCLOPENTYL)-5-HEPTENOIC ACID	SY	4208238832	CLOPROSTENOL
SARCOSCYPHA OCCIDENTALIS FRUITING BODY	PT	4829321801	SARCOSCYPHA OCCIDENTALIS FRUITING BODY
GEOPYXIS OCCIDENTALIS FRUITING BODY	SY	4829321801	SARCOSCYPHA OCCIDENTALIS FRUITING BODY
MOLLIARDIOMYCES OCCIDENTALIS FRUITING BODY	SY	4829321801	SARCOSCYPHA OCCIDENTALIS FRUITING BODY
PEZIZA OCCIDENTALIS FRUITING BODY	SY	4829321801	SARCOSCYPHA OCCIDENTALIS FRUITING BODY
PLECTANIA OCCIDENTALIS FRUITING BODY	SY	4829321801	SARCOSCYPHA OCCIDENTALIS FRUITING BODY
STALKED SCARLET CUP FRUITING BODY	SY	4829321801	SARCOSCYPHA OCCIDENTALIS FRUITING BODY
WESTERN SCARLET CUP FRUITING BODY	SY	4829321801	SARCOSCYPHA OCCIDENTALIS FRUITING BODY
THYMOCTONAN	PT	5027686086	THYMOCTONAN
LEU-GLU-ASP-GLY-PRO-LYS-PHE-LEU	SY	5027686086	THYMOCTONAN
THF-GAMMA 2	SY	5027686086	THYMOCTONAN
THYMIC HUMORAL FACTOR-GAMMA 2	SY	5027686086	THYMOCTONAN
THYMOCTONAN [INN]	SY	5027686086	THYMOCTONAN
THYMOCTONAN [WHO-DD]	SY	5027686086	THYMOCTONAN
2-HYDROXYMERCURIFURAN	PT	5199501633	2-HYDROXYMERCURIFURAN
MERCURY, 2-FURANYLHYDROXY-	SY	5199501633	2-HYDROXYMERCURIFURAN
MERCURY, 2-FURYLHYDROXY-	SY	5199501633	2-HYDROXYMERCURIFURAN
VECURONIUM	PT	5438723848	VECURONIUM
1-((2S,3S,5S,8R,9S,10S,13S,14S,16S,17R)-3,17-DIACETOXY-10,13-DIMETHYL-2-PIPERIDIN-1-YLHEXADECAHYDRO-1H-CYCLOPENTA(A)PHENANTHREN-16-YL)-1-METHYLPIPERIDINIUM	SY	5438723848	VECURONIUM
1-(3.ALPHA.,17.BETA.-DIHYDROXY-2.BETA.-PIPERIDINO-5.ALPHA.-ANDROSTAN-16.BETA.,5.ALPHA.-YL)-1-METHYLPIPERIDINIUM, DIACETATE	SY	5438723848	VECURONIUM
ANDROSTANE-3,17-DIOL, 16-(1-METHYL-1-PIPERIDINIUMYL)-2-(1-PIPERIDINYL)-, DIACETATE (ESTER), (2.BETA.,3.ALPHA.,5.ALPHA.,16.BETA.,17.BETA.)-	SY	5438723848	VECURONIUM
PIPERIDINIUM, 1-((2.BETA.,3.ALPHA.,5.ALPHA.,16.BETA.,17.BETA.)-3,17-BIS(ACETYLOXY)-2-(1-PIPERIDINYL)ANDROSTAN-16-YL)-1-METHYL-	SY	5438723848	VECURONIUM
VECURONIUM [VANDF]	SY	5438723848	VECURONIUM
VECURONIUM [WHO-DD]	SY	5438723848	VECURONIUM
VECURONIUM CATION	SY	5438723848	VECURONIUM
VECURONIUM ION	SY	5438723848	VECURONIUM
NSC-66819	CD	5726452162	4-METHOXY-4'-NITROSTILBENE OXIDE, TRANS-
4-METHOXY-4'-NITROSTILBENE OXIDE, TRANS-	PT	5726452162	4-METHOXY-4'-NITROSTILBENE OXIDE, TRANS-
BIBENZYL, .ALPHA.,.ALPHA.'-EPOXY-4-METHOXY-4'-NITRO-, TRANS-	SY	5726452162	4-METHOXY-4'-NITROSTILBENE OXIDE, TRANS-
OXIRANE, 2-(4-METHOXYPHENYL)-3-(4-NITROPHENYL)-, (2R,3R)-REL-	SY	5726452162	4-METHOXY-4'-NITROSTILBENE OXIDE, TRANS-
OXIRANE, 2-(4-METHOXYPHENYL)-3-(4-NITROPHENYL)-, TRANS-	SY	5726452162	4-METHOXY-4'-NITROSTILBENE OXIDE, TRANS-
TRANS-2-(P-METHOXYPHENYL)-3-(P-NITROPHENYL)OXIRANE	SY	5726452162	4-METHOXY-4'-NITROSTILBENE OXIDE, TRANS-
TRANS-4-METHOXY-4'-NITROSTILBENE OXIDE	SY	5726452162	4-METHOXY-4'-NITROSTILBENE OXIDE, TRANS-
BP-107	PT	5925515714	BP-107
4-PIPERIDINEMETHANOL, .ALPHA.-(3-(TRIFLUOROMETHYL)PHENYL)-	SN	5925515714	BP-107
EINECS 216-537-0	CD	5936511914	1-ETHOXYETHYL ACETATE
FEMA NO. 4069	CD	5936511914	1-ETHOXYETHYL ACETATE
1-ETHOXYETHYL ACETATE	PT	5936511914	1-ETHOXYETHYL ACETATE
(+/-) 1-ACETOXY-1-ETHOXYETHANE	SY	5936511914	1-ETHOXYETHYL ACETATE
(+/-)-1-ACETOXY-1-ETHOXYETHANE	SY	5936511914	1-ETHOXYETHYL ACETATE
(+/-)-1-ACETOXY-1-ETHOXYETHANE [FHFI]	SY	5936511914	1-ETHOXYETHYL ACETATE
1-ETHOXY-1-ETHANOL ACETATE	SY	5936511914	1-ETHOXYETHYL ACETATE
ETHANOL, 1-ETHOXY-, 1-ACETATE	SY	5936511914	1-ETHOXYETHYL ACETATE
ETHANOL, 1-ETHOXY-, ACETATE	SY	5936511914	1-ETHOXYETHYL ACETATE
FEMA NO. 4078	CD	6085493379	N-BENZOYLANTHRANILIC ACID
NSC-3866	CD	6085493379	N-BENZOYLANTHRANILIC ACID
N-BENZOYLANTHRANILIC ACID	PT	6085493379	N-BENZOYLANTHRANILIC ACID
2-(BENZAMIDO)BENZOIC ACID	SY	6085493379	N-BENZOYLANTHRANILIC ACID
2-(BENZOYLAMINO)BENZOIC ACID	SY	6085493379	N-BENZOYLANTHRANILIC ACID
2'-CARBOXYBENZANILIDE	SY	6085493379	N-BENZOYLANTHRANILIC ACID
ANTHRANILIC ACID, N-BENZOYL-	SY	6085493379	N-BENZOYLANTHRANILIC ACID
BENZOYL ANTHRANILIC ACID	SY	6085493379	N-BENZOYLANTHRANILIC ACID
BENZOYLANTHRANILIC ACID	SY	6085493379	N-BENZOYLANTHRANILIC ACID
DIANTHRAMIDE B	SY	6085493379	N-BENZOYLANTHRANILIC ACID
N-(2-CARBOXYPHENYL)BENZAMIDE	SY	6085493379	N-BENZOYLANTHRANILIC ACID
N-BENZOYLANTHRANILIC ACID [FHFI]	SY	6085493379	N-BENZOYLANTHRANILIC ACID
2-METHYLPENTANOIC ACID, (R)-	PT	6382279539	2-METHYLPENTANOIC ACID, (R)-
(R)-(-)-2-METHYLPENTANOIC ACID	SN	6382279539	2-METHYLPENTANOIC ACID, (R)-
(R)-2-METHYLPENTANOIC ACID	SN	6382279539	2-METHYLPENTANOIC ACID, (R)-
PENTANOIC ACID, 2-METHYL-, (2R)-	SN	6382279539	2-METHYLPENTANOIC ACID, (R)-
(R)-(-)-2-METHYLVALERIC ACID	SY	6382279539	2-METHYLPENTANOIC ACID, (R)-
(R)-2-METHYLVALERIC ACID	SY	6382279539	2-METHYLPENTANOIC ACID, (R)-
7,7'-NONANE-1,9-DIYLBIS(ESTRA-1,3,5(10)-TRIENE-3,17.BETA.-DIOL)	PT	6392824468	7,7'-NONANE-1,9-DIYLBIS(ESTRA-1,3,5(10)-TRIENE-3,17.BETA.-DIOL)
FULVESTRANT SPECIFIED IMPURITY D [EP]	SY	6392824468	7,7'-NONANE-1,9-DIYLBIS(ESTRA-1,3,5(10)-TRIENE-3,17.BETA.-DIOL)
10-BROMO-5H-DIBENZO(B,F)AZEPINE-5-CARBOXAMIDE	PT	6424369828	10-BROMO-5H-DIBENZO(B,F)AZEPINE-5-CARBOXAMIDE
5H-DIBENZ(B,F)AZEPINE-5-CARBOXAMIDE, 10-BROMO-	SN	6424369828	10-BROMO-5H-DIBENZO(B,F)AZEPINE-5-CARBOXAMIDE
CARBAMAZEPINE IMPURITY G [USP-MC]	SY	6424369828	10-BROMO-5H-DIBENZO(B,F)AZEPINE-5-CARBOXAMIDE
INDIGO SULFONIC ACID	PT	7029528816	INDIGO SULFONIC ACID
1H-INDOLE-5-SULFONIC ACID, 2-(1,3-DIHYDRO-3-OXO-2H-INDOL-2-YLIDENE)-2,3-DIHYDRO-3-OXO-	SY	7029528816	INDIGO SULFONIC ACID
LAVANDULA X INTERMEDIA FLOWERING TOP	PT	7162192091	LAVANDULA X INTERMEDIA FLOWERING TOP
DUTCH LAVENDER FLOWERING TOP	SY	7162192091	LAVANDULA X INTERMEDIA FLOWERING TOP
LAVANDIN FLOWERING TOP	SY	7162192091	LAVANDULA X INTERMEDIA FLOWERING TOP
LAVANDULA INTERMEDIA FLOWER/LEAF/STEM EXTRACT	SY	7162192091	LAVANDULA X INTERMEDIA FLOWERING TOP
LAVANDULA INTERMEDIA FLOWER/LEAF/STEM EXTRACT [INCI]	SY	7162192091	LAVANDULA X INTERMEDIA FLOWERING TOP
AVIBACTAM	PT	7352665165	AVIBACTAM
(1R,2S,5R)-7-OXO-6-SULFOOXY-1,6-DIAZABICYCLO(3.2.1)OCTANE-2-CARBOXAMIDE	SY	7352665165	AVIBACTAM
AVIBACTAM [INN]	SY	7352665165	AVIBACTAM
AVIBACTAM [USAN]	SY	7352665165	AVIBACTAM
AVIBACTAM [WHO-DD]	SY	7352665165	AVIBACTAM
