1-Proponol$1-Propanol$DB03175$Ethanol$Ethanol$DB00898$240827|4352908|8828287|18588246|9566596|22646094|16636451|14583019|1849621|
2-Phenyl-Ethanol$Phenylethyl Alcohol$DB02192$2-Phenyl-Ethanol$Phenylethyl Alcohol$DB02192$2581910|21459666|
2-Phenyl-Ethanol$Phenylethyl Alcohol$DB02192$Benzyl alcohol$Benzyl Alcohol$DB06770$88950|
4-Aminobenzoic Acid$4-Aminobenzoic Acid$DB02362$4-Aminobenzoic Acid$4-Aminobenzoic Acid$DB02362$339239|3263221|6424148|10557192|14778235|18908221|14660371|
4-Aminobenzoic Acid$4-Aminobenzoic Acid$DB02362$Aminophenazone$Aminopyrine$DB01424$14443158|
4-Aminobenzoic Acid$4-Aminobenzoic Acid$DB02362$L-Methionine$Methionine$DB00134$14362782|
4-Aminobenzoic Acid$4-Aminobenzoic Acid$DB02362$Riboflavin$Riboflavin$DB00140$5692289|
4-Aminobenzoic Acid$4-Aminobenzoic Acid$DB02362$Trimethoprim$Trimethoprim$DB00440$7051228|
4-Aminobenzoic Acid$4-Aminobenzoic Acid$DB02362$Vitamin C$Ascorbic Acid$DB00126$13041900|
4-Androstenedione$Androstenedione$DB01536$4-Androstenedione$Androstenedione$DB01536$345233|1111174|3998072|3485044|8297845|6958195|12127019|15661861|16087203|20963569|23845281|12724944|19201664|20024803|
4-Androstenedione$Androstenedione$DB01536$Betamethasone$Betamethasone$DB00443$579783|
4-Androstenedione$Androstenedione$DB01536$Clofibrate$Clofibrate$DB00636$4811056|
4-Androstenedione$Androstenedione$DB01536$Dehydroepiandrosterone$dehydroepiandrosterone$DB01708$162518|1831673|10619360|7889616|2967241|
4-Androstenedione$Androstenedione$DB01536$Dexamethasone$Dexamethasone$DB01234$1109902|3023227|
4-Androstenedione$Androstenedione$DB01536$Estradiol$Estradiol$DB00783$1543685|1133151|2108722|2249634|2407517|2555135|2503616|2164927|2362449|3461724|2846979|3555785|6572036|6592092|7382486|7419688|8404599|9455845|9308782|11066066|7670232|11788644|10381261|17169390|12594939|7174771|17125943|22138011|
4-Androstenedione$Androstenedione$DB01536$Estrone$Estrone$DB00655$94031|125634|323098|359136|491651|629290|629289|731174|947937|620501|1133154|1104148|910844|1180290|1133151|1646219|874104|1683364|1562552|1917157|2362449|2293555|1873546|2846979|2533950|2842388|3023227|3175252|3002682|3546561|3555785|4042696|2696850|3755460|2985476|3541569|6035658|3667045|5052980|3924954|4815174|7174771|7726994|4808877|7078166|8106632|6861259|7382486|7419688|7895904|7949206|8402628|8501435|10731921|7559896|7639848|9623325|8126151|7083189|11850747|11916629|14965585|8824461|10842913|15975785|17436109|9543166|19077323|9851796|17169390|13535661|20385561|21047944|17651966|3188571|15026540|
4-Androstenedione$Androstenedione$DB01536$Metyrapone$Metyrapone$DB01011$4941817|
4-Androstenedione$Androstenedione$DB01536$Nandrolone decanoate$nandrolone decanoate$DB08804$592789|
4-Androstenedione$Androstenedione$DB01536$Progesterone$Progesterone$DB00396$1427624|3301343|4065036|8180118|6769181|8541235|10505063|8274420|23600137|15562394|
